RegionName,Date,HomeValue,MORTGAGE30US
"Jesup, GA",2016-10,113554.794402742,3.47
"Washington Court House, OH",2016-10,126640.88567221824,3.47
"Van Wert, OH",2016-10,94313.10393515264,3.47
"Camden, AR",2016-10,92107.944767811,3.47
"Thomaston, GA",2016-10,72459.96399470461,3.47
"Toccoa, GA",2016-10,97115.18266026113,3.47
"Wauchula, FL",2016-10,106715.77664494031,3.47
"Summerville, GA",2016-10,91857.36057581916,3.47
"Prineville, OR",2016-10,236394.50908936217,3.47
"Hood River, OR",2016-10,385966.68197504914,3.47
"Forrest City, AR",2016-10,78668.59213784819,3.47
"Brookings, OR",2016-10,279588.23925588524,3.47
"Magnolia, AR",2016-10,133113.27390343064,3.47
"Sterling, CO",2016-10,137430.8026083913,3.47
"Arkadelphia, AR",2016-10,107394.76515234914,3.47
"Cordele, GA",2016-10,86578.22159652671,3.47
"Vineyard Haven, MA",2016-10,734622.7361790027,3.47
"Fitzgerald, GA",2016-10,70651.70019676439,3.47
"Craig, CO",2016-10,163398.58997425626,3.47
"New York, NY",2016-11,445204.3893214021,3.77
"Los Angeles, CA",2016-11,533820.599470869,3.77
"Chicago, IL",2016-11,217782.53910420017,3.77
"Houston, TX",2016-11,204902.4898469268,3.77
"Washington, DC",2016-11,395494.8782609743,3.77
"Philadelphia, PA",2016-11,225428.9632477821,3.77
"Miami, FL",2016-11,255966.63251298617,3.77
"Atlanta, GA",2016-11,202293.4366583428,3.77
"Boston, MA",2016-11,437001.3115520443,3.77
"San Francisco, CA",2016-11,799956.0126379566,3.77
"Riverside, CA",2016-11,310131.4313812075,3.77
"Detroit, MI",2016-11,145764.7789811658,3.77
"Seattle, WA",2016-11,415409.75966790016,3.77
"Minneapolis, MN",2016-11,251009.70136531707,3.77
"San Diego, CA",2016-11,533036.5524668826,3.77
"Tampa, FL",2016-11,190210.84753202615,3.77
"Denver, CO",2016-11,369737.5324521211,3.77
"Baltimore, MD",2016-11,275571.5709564745,3.77
"St. Louis, MO",2016-11,164800.3681512037,3.77
"Orlando, FL",2016-11,210369.17717521777,3.77
"Charlotte, NC",2016-11,198488.47502273365,3.77
"San Antonio, TX",2016-11,186280.693625035,3.77
"Portland, OR",2016-11,365642.3409260991,3.77
"Sacramento, CA",2016-11,370201.6369118271,3.77
"Pittsburgh, PA",2016-11,150555.68829353413,3.77
"Cincinnati, OH",2016-11,166363.10617864146,3.77
"Austin, TX",2016-11,296801.93484354235,3.77
"Las Vegas, NV",2016-11,220948.72509232504,3.77
"Kansas City, MO",2016-11,175524.86139555232,3.77
"Columbus, OH",2016-11,174591.20298208384,3.77
"Cleveland, OH",2016-11,135332.0759785841,3.77
"Nashville, TN",2016-11,247862.09093401875,3.77
"Virginia Beach, VA",2016-11,231634.5908113437,3.77
"Providence, RI",2016-11,273627.1454827766,3.77
"Jacksonville, FL",2016-11,194199.76561365937,3.77
"Milwaukee, WI",2016-11,214685.8174653106,3.77
"Oklahoma City, OK",2016-11,150674.93703854646,3.77
"Raleigh, NC",2016-11,252556.73684141296,3.77
"Memphis, TN",2016-11,133993.11526649696,3.77
"Louisville, KY",2016-11,162346.10089288978,3.77
"New Orleans, LA",2016-11,227507.7079366561,3.77
"Salt Lake City, UT",2016-11,292581.63441359793,3.77
"Hartford, CT",2016-11,223783.1539788436,3.77
"Buffalo, NY",2016-11,147929.7351068049,3.77
"Birmingham, AL",2016-11,158699.0125830228,3.77
"Rochester, NY",2016-11,151468.41935728028,3.77
"Grand Rapids, MI",2016-11,181093.8902404796,3.77
"Urban Honolulu, HI",2016-11,605419.1952821304,3.77
"Tulsa, OK",2016-11,144476.62877394413,3.77
"Fresno, CA",2016-11,225025.87619344264,3.77
"Worcester, MA",2016-11,253700.49635704537,3.77
"Omaha, NE",2016-11,171690.50919915517,3.77
"Bridgeport, CT",2016-11,412744.6637937275,3.77
"Greenville, SC",2016-11,170207.95066251224,3.77
"Bakersfield, CA",2016-11,198290.09446694015,3.77
"Albany, NY",2016-11,213593.5280486924,3.77
"Knoxville, TN",2016-11,167135.6144910249,3.77
"New Haven, CT",2016-11,216773.21145769625,3.77
"El Paso, TX",2016-11,134377.99871381253,3.77
"Allentown, PA",2016-11,198181.0779100907,3.77
"Oxnard, CA",2016-11,562559.8595149341,3.77
"North Port, FL",2016-11,254904.055739471,3.77
"Charleston, SC",2016-11,242728.88655605924,3.77
"Greensboro, NC",2016-11,141323.73903750806,3.77
"Stockton, CA",2016-11,325443.43023672194,3.77
"Cape Coral, FL",2016-11,224072.9682776643,3.77
"Colorado Springs, CO",2016-11,267869.82525040634,3.77
"Akron, OH",2016-11,130706.58056479476,3.77
"Des Moines, IA",2016-11,187779.56660878487,3.77
"Springfield, MA",2016-11,214990.16906122433,3.77
"Ogden, UT",2016-11,249260.1337303714,3.77
"Madison, WI",2016-11,254296.71452366712,3.77
"Winston, NC",2016-11,147905.49290993495,3.77
"Deltona, FL",2016-11,180721.17288437337,3.77
"Syracuse, NY",2016-11,132345.9525472853,3.77
"Toledo, OH",2016-11,113635.01281949913,3.77
"Augusta, GA",2016-11,138980.841356594,3.77
"Palm Bay, FL",2016-11,185536.54320031925,3.77
"Harrisburg, PA",2016-11,183828.07213926408,3.77
"Spokane, WA",2016-11,201051.0336401634,3.77
"Scranton, PA",2016-11,128550.57829970193,3.77
"Chattanooga, TN",2016-11,171945.5521055694,3.77
"Modesto, CA",2016-11,268052.9363039924,3.77
"Portland, ME",2016-11,272579.12849034887,3.77
"Youngstown, OH",2016-11,89945.15792286412,3.77
"Lansing, MI",2016-11,136343.15717015418,3.77
"Fayetteville, NC",2016-11,140357.67844869802,3.77
"Lexington, KY",2016-11,175585.60857475185,3.77
"Pensacola, FL",2016-11,161358.77122450125,3.77
"Santa Rosa, CA",2016-11,586382.1758832863,3.77
"Reno, NV",2016-11,315198.0852643777,3.77
"Port St. Lucie, FL",2016-11,201519.4547381129,3.77
"Visalia, CA",2016-11,196811.30332373347,3.77
"Asheville, NC",2016-11,238905.96941075983,3.77
"Vallejo, CA",2016-11,387277.2581975523,3.77
"Santa Maria, CA",2016-11,564679.0109529739,3.77
"Salinas, CA",2016-11,504996.24536578887,3.77
"Salem, OR",2016-11,245381.91965467017,3.77
"Mobile, AL",2016-11,117955.79678102124,3.77
"Reading, PA",2016-11,166786.1046113217,3.77
"Manchester, NH",2016-11,260314.639771085,3.77
"Salisbury, MD",2016-11,258750.80955026997,3.77
"Canton, OH",2016-11,118199.39473026164,3.77
"Savannah, GA",2016-11,188342.8748473981,3.77
"Trenton, NJ",2016-11,253305.60897601533,3.77
"Montgomery, AL",2016-11,138436.58437257473,3.77
"Tallahassee, FL",2016-11,168797.5452676287,3.77
"Eugene, OR",2016-11,255041.854348377,3.77
"Ann Arbor, MI",2016-11,264507.99024989136,3.77
"Hickory, NC",2016-11,130933.25742807204,3.77
"Fort Collins, CO",2016-11,359394.95836014557,3.77
"Rockford, IL",2016-11,102589.11081877934,3.77
"Lincoln, NE",2016-11,175252.52999683702,3.77
"Gainesville, FL",2016-11,170519.1744726223,3.77
"Boulder, CO",2016-11,493357.33775407495,3.77
"Greeley, CO",2016-11,308493.2156306897,3.77
"Clarksville, TN",2016-11,159851.8321214841,3.77
"Evansville, IN",2016-11,127422.05746861786,3.77
"Kingsport, TN",2016-11,129354.73054729449,3.77
"Utica, NY",2016-11,114656.92892173235,3.77
"Hagerstown, MD",2016-11,179643.71343874338,3.77
"San Luis Obispo, CA",2016-11,545010.9146783226,3.77
"Crestview, FL",2016-11,251469.051766747,3.77
"Cedar Rapids, IA",2016-11,154677.94302872327,3.77
"Atlantic City, NJ",2016-11,176632.78727869666,3.77
"Bremerton, WA",2016-11,324079.96843013086,3.77
"Santa Cruz, CA",2016-11,720633.239845408,3.77
"Erie, PA",2016-11,128010.72550405464,3.77
"Norwich, CT",2016-11,223633.53747990684,3.77
"Tuscaloosa, AL",2016-11,147210.23518058288,3.77
"Kalamazoo, MI",2016-11,153722.79623228832,3.77
"Lynchburg, VA",2016-11,166011.68138369126,3.77
"Charleston, WV",2016-11,100793.5104698064,3.77
"Binghamton, NY",2016-11,109622.65592610596,3.77
"Fort Smith, AR",2016-11,121650.51825711588,3.77
"Topeka, KS",2016-11,115014.01437665027,3.77
"Macon, GA",2016-11,105205.54032019038,3.77
"Barnstable Town, MA",2016-11,398577.2418329694,3.77
"Daphne, AL",2016-11,211904.3825199781,3.77
"Burlington, VT",2016-11,283682.80348122545,3.77
"Rochester, MN",2016-11,199862.10333258365,3.77
"Lafayette, IN",2016-11,146084.10936965697,3.77
"Medford, OR",2016-11,279845.04502390354,3.77
"Hilton Head Island, SC",2016-11,290035.8372995087,3.77
"Athens, GA",2016-11,172570.95055190916,3.77
"Lake Havasu City, AZ",2016-11,179172.74740394484,3.77
"Johnson City, TN",2016-11,148343.91103327376,3.77
"Gainesville, GA",2016-11,202091.44163549237,3.77
"Saginaw, MI",2016-11,76995.22539419861,3.77
"Warner Robins, GA",2016-11,135773.82196559873,3.77
"Torrington, CT",2016-11,229153.5555116638,3.77
"Punta Gorda, FL",2016-11,194327.40709636023,3.77
"Redding, CA",2016-11,237776.62715673028,3.77
"Kingston, NY",2016-11,206156.73410493988,3.77
"Panama City, FL",2016-11,190340.02475423497,3.77
"Jackson, TN",2016-11,112180.59284315592,3.77
"Bowling Green, KY",2016-11,146905.58354598208,3.77
"Muskegon, MI",2016-11,115537.83779245683,3.77
"Bloomington, IL",2016-11,174544.83705748353,3.77
"Pueblo, CO",2016-11,149583.9136000297,3.77
"Blacksburg, VA",2016-11,173056.54173041912,3.77
"Kahului, HI",2016-11,592258.104179335,3.77
"Sebastian, FL",2016-11,202721.93403305672,3.77
"Vineland, NJ",2016-11,155576.32265533414,3.77
"Idaho Falls, ID",2016-11,187385.2841623747,3.77
"Grand Junction, CO",2016-11,220954.45333027665,3.77
"Niles, MI",2016-11,155510.40776545022,3.77
"Monroe, MI",2016-11,160375.30418910217,3.77
"Concord, NH",2016-11,229842.63335832572,3.77
"Traverse City, MI",2016-11,211927.96187465833,3.77
"Bangor, ME",2016-11,141995.6128521949,3.77
"Homosassa Springs, FL",2016-11,134817.11932831854,3.77
"London, KY",2016-11,96319.2195656281,3.77
"Flagstaff, AZ",2016-11,316373.51525878743,3.77
"Rocky Mount, NC",2016-11,104580.32089560055,3.77
"Winchester, VA",2016-11,229501.0327434661,3.77
"Wheeling, WV",2016-11,99828.4877373881,3.77
"Napa, CA",2016-11,635686.249374787,3.77
"Springfield, OH",2016-11,97416.99566917527,3.77
"Battle Creek, MI",2016-11,94136.56890296849,3.77
"Jonesboro, AR",2016-11,129725.66018720092,3.77
"Pittsfield, MA",2016-11,212221.3368893964,3.77
"Mount Vernon, WA",2016-11,298052.3241394089,3.77
"Jamestown, NY",2016-11,90565.8070790758,3.77
"Cleveland, TN",2016-11,156818.15023616792,3.77
"Augusta, ME",2016-11,147916.31261920196,3.77
"Altoona, PA",2016-11,128524.56485211254,3.77
"New Bern, NC",2016-11,139673.44909565346,3.77
"Goldsboro, NC",2016-11,120823.98545091372,3.77
"Brunswick, GA",2016-11,170681.74170525384,3.77
"California, MD",2016-11,288837.33277639357,3.77
"Cookeville, TN",2016-11,146898.31331325966,3.77
"Roseburg, OR",2016-11,182133.3089930527,3.77
"Lewiston, ME",2016-11,151379.29327015125,3.77
"Ogdensburg, NY",2016-11,88972.42332920042,3.77
"Bluefield, WV",2016-11,93165.14028966874,3.77
"Show Low, AZ",2016-11,191429.63915292732,3.77
"Tullahoma, TN",2016-11,146608.89165700317,3.77
"Ithaca, NY",2016-11,211500.6960591358,3.77
"Bay City, MI",2016-11,96052.65416435494,3.77
"Danville, VA",2016-11,95999.0979072006,3.77
"Hot Springs, AR",2016-11,133237.78787465754,3.77
"Adrian, MI",2016-11,132996.1285537257,3.77
"Sevierville, TN",2016-11,194672.87016854595,3.77
"Ashtabula, OH",2016-11,91040.47366860045,3.77
"Ocean City, NJ",2016-11,391113.21240111743,3.77
"Corning, NY",2016-11,105004.40752154191,3.77
"Clarksburg, WV",2016-11,110400.486643226,3.77
"Pine Bluff, AR",2016-11,73751.12697003984,3.77
"Lufkin, TX",2016-11,129092.62482840756,3.77
"Zanesville, OH",2016-11,109645.14567522364,3.77
"Meadville, PA",2016-11,104032.792433433,3.77
"Russellville, AR",2016-11,135779.9747407032,3.77
"Midland, MI",2016-11,133901.18707071166,3.77
"Bloomsburg, PA",2016-11,178091.0002121879,3.77
"Stillwater, OK",2016-11,149707.27141602803,3.77
"DuBois, PA",2016-11,111848.6490107556,3.77
"Glenwood Springs, CO",2016-11,477713.3065144439,3.77
"Chillicothe, OH",2016-11,115369.5807991801,3.77
"Keene, NH",2016-11,182663.36876445715,3.77
"Findlay, OH",2016-11,141633.70922702225,3.77
"Frankfort, KY",2016-11,136464.93609686827,3.77
"Danville, IL",2016-11,74908.08427691304,3.77
"Kapaa, HI",2016-11,560038.6778685056,3.77
"Shawnee, OK",2016-11,99078.61915084296,3.77
"Greeneville, TN",2016-11,121477.75068846087,3.77
"Greenwood, SC",2016-11,106263.90544249878,3.77
"Klamath Falls, OR",2016-11,153563.4534581357,3.77
"Morehead City, NC",2016-11,254732.89022889105,3.77
"Roanoke Rapids, NC",2016-11,64283.29088935353,3.77
"North Wilkesboro, NC",2016-11,118886.218816899,3.77
"Marinette, WI",2016-11,101522.76302975528,3.77
"Dublin, GA",2016-11,104297.492273003,3.77
"Somerset, KY",2016-11,97292.81813606853,3.77
"Laconia, NH",2016-11,225033.74990432235,3.77
"Hudson, NY",2016-11,239943.0337275107,3.77
"Marietta, OH",2016-11,122154.16035077446,3.77
"Fremont, OH",2016-11,105344.2463147594,3.77
"Oneonta, NY",2016-11,135236.88077898967,3.77
"Batavia, NY",2016-11,119977.66251964949,3.77
"Ardmore, OK",2016-11,104262.61780842296,3.77
"Carson City, NV",2016-11,261314.13911906263,3.77
"Ontario, OR",2016-11,150959.59290363512,3.77
"Waycross, GA",2016-11,89599.47192280476,3.77
"Tiffin, OH",2016-11,101296.5169969186,3.77
"Batesville, AR",2016-11,119233.91281551323,3.77
"Danville, KY",2016-11,112839.74120667392,3.77
"Gloversville, NY",2016-11,121663.15782124986,3.77
"Payson, AZ",2016-11,204361.68400566257,3.77
"Bartlesville, OK",2016-11,108609.01284340733,3.77
"Oil City, PA",2016-11,86570.29000091173,3.77
"Shelbyville, TN",2016-11,148727.9980094187,3.77
"Malone, NY",2016-11,106090.05583651562,3.77
"Nogales, AZ",2016-11,143895.49486655067,3.77
"Cortland, NY",2016-11,118761.97705655872,3.77
"Mount Sterling, KY",2016-11,120475.06292880418,3.77
"Plymouth, IN",2016-11,138989.59809655187,3.77
"Moultrie, GA",2016-11,99880.0235715046,3.77
"Coldwater, MI",2016-11,127329.68427595247,3.77
"McAlester, OK",2016-11,89882.82659848504,3.77
"Sedalia, MO",2016-11,88508.12122008356,3.77
"Tifton, GA",2016-11,133135.7851527737,3.77
"Austin, MN",2016-11,101822.89590318705,3.77
"Okeechobee, FL",2016-11,121838.32429201186,3.77
"Houghton, MI",2016-11,121922.93601127873,3.77
"Clewiston, FL",2016-11,118435.29229881348,3.77
"Urbana, OH",2016-11,129485.36085014218,3.77
"Defiance, OH",2016-11,107926.0685569675,3.77
"Safford, AZ",2016-11,168252.839615703,3.77
"Murray, KY",2016-11,94334.98777606344,3.77
"Bennington, VT",2016-11,231032.88348531324,3.77
"Pontiac, IL",2016-11,94622.02135311172,3.77
"Newport, TN",2016-11,125767.3959932928,3.77
"Columbus, NE",2016-11,149868.35208045866,3.77
"Arcadia, FL",2016-11,124559.72979092984,3.77
"Seneca Falls, NY",2016-11,119962.33962035309,3.77
"Malvern, AR",2016-11,120487.23378674749,3.77
"Dayton, TN",2016-11,134637.42724714676,3.77
"Jackson, OH",2016-11,97351.0526590028,3.77
"Berlin, NH",2016-11,115129.57105282224,3.77
"Miami, OK",2016-11,80517.79873238108,3.77
"Jesup, GA",2016-11,113525.47774230353,3.77
"Washington Court House, OH",2016-11,127504.76241296256,3.77
"Van Wert, OH",2016-11,95037.75210191596,3.77
"Camden, AR",2016-11,92803.05051684268,3.77
"Thomaston, GA",2016-11,72821.39226102068,3.77
"Toccoa, GA",2016-11,97278.09455654927,3.77
"Wauchula, FL",2016-11,107793.20151870402,3.77
"Summerville, GA",2016-11,92078.32020126522,3.77
"Prineville, OR",2016-11,239621.5172741136,3.77
"Hood River, OR",2016-11,389314.3416143556,3.77
"Forrest City, AR",2016-11,79310.21256873777,3.77
"Brookings, OR",2016-11,282273.25570092164,3.77
"Magnolia, AR",2016-11,132953.81270571784,3.77
"Sterling, CO",2016-11,138315.15280637358,3.77
"Arkadelphia, AR",2016-11,107307.91783191307,3.77
"Cordele, GA",2016-11,86839.21542037917,3.77
"Vineyard Haven, MA",2016-11,736604.4745898793,3.77
"Fitzgerald, GA",2016-11,70691.9232914411,3.77
"Craig, CO",2016-11,163688.26683437524,3.77
"New York, NY",2016-12,447734.23528080125,4.198
"Los Angeles, CA",2016-12,535648.0875510907,4.198
"Chicago, IL",2016-12,219046.29050389925,4.198
"Houston, TX",2016-12,205690.14098651268,4.198
"Washington, DC",2016-12,397625.8805944268,4.198
"Philadelphia, PA",2016-12,226411.6045867709,4.198
"Miami, FL",2016-12,257262.3516722738,4.198
"Atlanta, GA",2016-12,203964.70083392443,4.198
"Boston, MA",2016-12,440230.03878511256,4.198
"San Francisco, CA",2016-12,805811.9637943335,4.198
"Riverside, CA",2016-12,308586.8948208776,4.198
"Detroit, MI",2016-12,146886.8350367536,4.198
"Seattle, WA",2016-12,420045.45454040146,4.198
"Minneapolis, MN",2016-12,252744.70354361125,4.198
"San Diego, CA",2016-12,538052.9431060004,4.198
"Tampa, FL",2016-12,191835.1431151493,4.198
"Denver, CO",2016-12,373167.2210310363,4.198
"Baltimore, MD",2016-12,276836.3125427377,4.198
"St. Louis, MO",2016-12,165590.32071382363,4.198
"Orlando, FL",2016-12,211508.58545188457,4.198
"Charlotte, NC",2016-12,200010.18570985063,4.198
"San Antonio, TX",2016-12,187259.0383503815,4.198
"Portland, OR",2016-12,368984.1562653984,4.198
"Sacramento, CA",2016-12,373382.23572006304,4.198
"Pittsburgh, PA",2016-12,151257.82630259285,4.198
"Cincinnati, OH",2016-12,167364.8638494227,4.198
"Austin, TX",2016-12,298635.4643195441,4.198
"Las Vegas, NV",2016-12,222282.6641907711,4.198
"Kansas City, MO",2016-12,176838.46019994328,4.198
"Columbus, OH",2016-12,175454.14049480346,4.198
"Cleveland, OH",2016-12,135990.5666930244,4.198
"Nashville, TN",2016-12,250671.28352724615,4.198
"Virginia Beach, VA",2016-12,232409.3677014768,4.198
"Providence, RI",2016-12,275387.1291871581,4.198
"Jacksonville, FL",2016-12,195270.2040005745,4.198
"Milwaukee, WI",2016-12,216207.28363375788,4.198
"Oklahoma City, OK",2016-12,150428.6226294001,4.198
"Raleigh, NC",2016-12,254079.38845111855,4.198
"Memphis, TN",2016-12,134917.80536720497,4.198
"Louisville, KY",2016-12,163510.2979609503,4.198
"New Orleans, LA",2016-12,227340.75732674391,4.198
"Salt Lake City, UT",2016-12,294066.9299694349,4.198
"Hartford, CT",2016-12,224550.19558428996,4.198
"Buffalo, NY",2016-12,148935.2685928609,4.198
"Birmingham, AL",2016-12,159458.91330059976,4.198
"Rochester, NY",2016-12,152436.07082615202,4.198
"Grand Rapids, MI",2016-12,182508.05437015407,4.198
"Urban Honolulu, HI",2016-12,609317.256839708,4.198
"Tulsa, OK",2016-12,145370.80095553692,4.198
"Fresno, CA",2016-12,226680.81734168227,4.198
"Worcester, MA",2016-12,255175.63729714457,4.198
"Omaha, NE",2016-12,172387.7988774984,4.198
"Bridgeport, CT",2016-12,414982.06058695074,4.198
"Greenville, SC",2016-12,171009.73462132143,4.198
"Bakersfield, CA",2016-12,199443.66633474684,4.198
"Albany, NY",2016-12,214237.37977735992,4.198
"Knoxville, TN",2016-12,168238.83407275952,4.198
"New Haven, CT",2016-12,217252.17279067257,4.198
"El Paso, TX",2016-12,134988.47011538013,4.198
"Allentown, PA",2016-12,198771.17880215016,4.198
"Oxnard, CA",2016-12,566779.2765236216,4.198
"North Port, FL",2016-12,256194.25104863,4.198
"Charleston, SC",2016-12,243986.6472685247,4.198
"Greensboro, NC",2016-12,142206.081534939,4.198
"Stockton, CA",2016-12,328236.6596111153,4.198
"Cape Coral, FL",2016-12,225092.19223627195,4.198
"Colorado Springs, CO",2016-12,270161.1820810828,4.198
"Akron, OH",2016-12,131384.45280318402,4.198
"Des Moines, IA",2016-12,188512.58344784795,4.198
"Springfield, MA",2016-12,215840.5988653275,4.198
"Ogden, UT",2016-12,251280.46756519587,4.198
"Madison, WI",2016-12,255971.13771805525,4.198
"Winston, NC",2016-12,148564.8777315195,4.198
"Deltona, FL",2016-12,182178.0686537705,4.198
"Syracuse, NY",2016-12,132955.9701345356,4.198
"Toledo, OH",2016-12,114340.00216134293,4.198
"Augusta, GA",2016-12,139122.17122289803,4.198
"Palm Bay, FL",2016-12,186917.66330403351,4.198
"Harrisburg, PA",2016-12,184331.7483667909,4.198
"Spokane, WA",2016-12,203109.28261392153,4.198
"Scranton, PA",2016-12,128352.64024782256,4.198
"Chattanooga, TN",2016-12,172988.5822375824,4.198
"Modesto, CA",2016-12,270588.7792996541,4.198
"Portland, ME",2016-12,274738.5810781789,4.198
"Youngstown, OH",2016-12,90472.50234332983,4.198
"Lansing, MI",2016-12,137353.35425638838,4.198
"Fayetteville, NC",2016-12,140772.05361275128,4.198
"Lexington, KY",2016-12,176273.75671580134,4.198
"Pensacola, FL",2016-12,161984.12097367228,4.198
"Santa Rosa, CA",2016-12,590820.6103677924,4.198
"Reno, NV",2016-12,317387.8842056244,4.198
"Port St. Lucie, FL",2016-12,203104.79974920265,4.198
"Visalia, CA",2016-12,199051.95402472815,4.198
"Asheville, NC",2016-12,240335.95270669324,4.198
"Vallejo, CA",2016-12,389862.2221103493,4.198
"Santa Maria, CA",2016-12,567416.5219184691,4.198
"Salinas, CA",2016-12,509481.3177423876,4.198
"Salem, OR",2016-12,247906.94019360663,4.198
"Mobile, AL",2016-12,118519.87904660702,4.198
"Reading, PA",2016-12,167494.19646104495,4.198
"Manchester, NH",2016-12,262298.8126482779,4.198
"Salisbury, MD",2016-12,259947.97076960723,4.198
"Canton, OH",2016-12,118464.40792888796,4.198
"Savannah, GA",2016-12,188787.51545954845,4.198
"Trenton, NJ",2016-12,254011.99417486627,4.198
"Montgomery, AL",2016-12,138291.91941057108,4.198
"Tallahassee, FL",2016-12,169559.17929487256,4.198
"Eugene, OR",2016-12,257345.86906575225,4.198
"Ann Arbor, MI",2016-12,266069.0424645308,4.198
"Hickory, NC",2016-12,131741.83644630015,4.198
"Fort Collins, CO",2016-12,362509.1427908568,4.198
"Rockford, IL",2016-12,103363.94032210983,4.198
"Lincoln, NE",2016-12,175940.58589667713,4.198
"Gainesville, FL",2016-12,171557.33719221634,4.198
"Boulder, CO",2016-12,497361.265079875,4.198
"Greeley, CO",2016-12,311201.7659200426,4.198
"Clarksville, TN",2016-12,160183.0731861427,4.198
"Evansville, IN",2016-12,127826.49816873834,4.198
"Kingsport, TN",2016-12,130497.22612452447,4.198
"Utica, NY",2016-12,115218.4721637246,4.198
"Hagerstown, MD",2016-12,180517.32814639856,4.198
"San Luis Obispo, CA",2016-12,551580.5846033158,4.198
"Crestview, FL",2016-12,252142.9310510567,4.198
"Cedar Rapids, IA",2016-12,155006.90489974004,4.198
"Atlantic City, NJ",2016-12,176080.24340743633,4.198
"Bremerton, WA",2016-12,328349.06459623785,4.198
"Santa Cruz, CA",2016-12,729371.9737465385,4.198
"Erie, PA",2016-12,128392.35957897136,4.198
"Norwich, CT",2016-12,224864.77882073785,4.198
"Tuscaloosa, AL",2016-12,147004.4073868532,4.198
"Kalamazoo, MI",2016-12,154001.87728842814,4.198
"Lynchburg, VA",2016-12,166782.4617827643,4.198
"Charleston, WV",2016-12,100965.405331411,4.198
"Binghamton, NY",2016-12,109951.0613858282,4.198
"Fort Smith, AR",2016-12,121905.64711358747,4.198
"Topeka, KS",2016-12,115699.10361631826,4.198
"Macon, GA",2016-12,104890.82128186023,4.198
"Barnstable Town, MA",2016-12,401025.6222055945,4.198
"Daphne, AL",2016-12,212759.9303218684,4.198
"Burlington, VT",2016-12,285180.55815466284,4.198
"Rochester, MN",2016-12,200961.489458216,4.198
"Lafayette, IN",2016-12,147028.58054008454,4.198
"Medford, OR",2016-12,282759.96007186506,4.198
"Hilton Head Island, SC",2016-12,291010.6457109431,4.198
"Athens, GA",2016-12,172984.0697422073,4.198
"Lake Havasu City, AZ",2016-12,180047.28194313697,4.198
"Johnson City, TN",2016-12,149235.77887678053,4.198
"Gainesville, GA",2016-12,203557.71281648308,4.198
"Saginaw, MI",2016-12,77732.23852374333,4.198
"Warner Robins, GA",2016-12,136161.3769188651,4.198
"Torrington, CT",2016-12,229706.9454723141,4.198
"Punta Gorda, FL",2016-12,195400.60571373277,4.198
"Redding, CA",2016-12,239403.69860630596,4.198
"Kingston, NY",2016-12,206864.20877292703,4.198
"Panama City, FL",2016-12,189665.1062023427,4.198
"Jackson, TN",2016-12,112820.746569134,4.198
"Bowling Green, KY",2016-12,147677.85900482722,4.198
"Muskegon, MI",2016-12,116733.11096658483,4.198
"Bloomington, IL",2016-12,174826.58884595672,4.198
"Pueblo, CO",2016-12,150968.247968807,4.198
"Blacksburg, VA",2016-12,173634.1506929891,4.198
"Kahului, HI",2016-12,594327.6361188219,4.198
"Sebastian, FL",2016-12,204320.9960074297,4.198
"Vineland, NJ",2016-12,156142.23082093932,4.198
"Idaho Falls, ID",2016-12,188818.67906751277,4.198
"Grand Junction, CO",2016-12,221914.4084108383,4.198
"Niles, MI",2016-12,155991.69669352545,4.198
"Monroe, MI",2016-12,160850.53007836,4.198
"Concord, NH",2016-12,230865.57696759084,4.198
"Traverse City, MI",2016-12,213369.6758992212,4.198
"Bangor, ME",2016-12,142466.3428467279,4.198
"Homosassa Springs, FL",2016-12,135902.4514418594,4.198
"London, KY",2016-12,96427.66798581788,4.198
"Flagstaff, AZ",2016-12,318130.51258132065,4.198
"Rocky Mount, NC",2016-12,105266.54883693764,4.198
"Winchester, VA",2016-12,230582.6146318358,4.198
"Wheeling, WV",2016-12,99897.84164977098,4.198
"Napa, CA",2016-12,641949.6921481077,4.198
"Springfield, OH",2016-12,98167.29969457006,4.198
"Battle Creek, MI",2016-12,95093.43559947588,4.198
"Jonesboro, AR",2016-12,129871.96922034402,4.198
"Pittsfield, MA",2016-12,212707.19913712403,4.198
"Mount Vernon, WA",2016-12,300498.78223481425,4.198
"Jamestown, NY",2016-12,90881.3264340285,4.198
"Cleveland, TN",2016-12,157939.4844567366,4.198
"Augusta, ME",2016-12,148630.74750526878,4.198
"Altoona, PA",2016-12,129207.26517958706,4.198
"New Bern, NC",2016-12,140137.8741171716,4.198
"Goldsboro, NC",2016-12,121807.91535352524,4.198
"Brunswick, GA",2016-12,169650.27764859868,4.198
"California, MD",2016-12,290146.8103583674,4.198
"Cookeville, TN",2016-12,147944.91567320473,4.198
"Roseburg, OR",2016-12,183159.5757964969,4.198
"Lewiston, ME",2016-12,152526.95058078898,4.198
"Ogdensburg, NY",2016-12,89694.42225086932,4.198
"Bluefield, WV",2016-12,92876.69149221372,4.198
"Show Low, AZ",2016-12,192370.75087962847,4.198
"Tullahoma, TN",2016-12,148095.60805382687,4.198
"Ithaca, NY",2016-12,212681.2590794793,4.198
"Bay City, MI",2016-12,95871.25708211731,4.198
"Danville, VA",2016-12,96268.77650759752,4.198
"Hot Springs, AR",2016-12,133380.62483805348,4.198
"Adrian, MI",2016-12,134193.0580973852,4.198
